,nameFirst,nameLast,BAT_ID,RE24,PA,Runs.Start
447,Jon,Jay,jay-j001,-6.552108801,182,88.66633407
448,Jeremy,Jeffress,jeffj001,-0.177629006,1,0.290082228
449,Eloy,Jimenez,jimee001,3.730980246,504,266.5231021
450,Connor,Joe,joe-c001,-2.702260004,16,6.950492175
451,Brian,Johnson,johnb004,-0.321066309,1,0.559830354
452,Adam,Jones,jonea003,3.808470067,529,267.1753583
453,JaCoby,Jones,jonej006,-4.234066337,333,163.4602398
454,Corban,Joseph,josec001,-5.202487807,68,36.69211192
455,Caleb,Joseph,josec002,-2.40219063,41,22.10283262
456,Matthew,Joyce,joycm001,9.762964922,238,123.5538567
457,Aaron,Judge,judga001,19.25845496,447,228.6741934
458,Jakob,Junis,junij001,-0.355258012,2,0.580164455
459,Ariel,Jurado,juraa001,-0.244456635,1,0.534538863
460,Jung Ho,Kang,kangj001,-9.401896224,185,95.68951145
461,Brad,Keller,kellb003,-0.427908447,10,4.008999952
462,Carson,Kelly,kellc002,1.418704958,365,198.791875
463,Joe,Kelly,kellj001,-0.625529962,3,2.608957995
464,Merrill,Kelly,kellm002,-15.41702319,60,34.31144067
465,Mitch,Keller,kellm003,-3.232281454,11,5.414425159
466,Matt,Kemp,kempm001,-5.52170667,62,28.0563188
467,Tony,Kemp,kempt001,-7.921589609,279,129.5752216
468,Howie,Kendrick,kendh001,21.97814286,370,203.2580008
469,Max,Kepler,keplm001,27.79228607,596,308.2502949
470,Clayton,Kershaw,kersc001,-10.95511809,65,30.12854634
471,Dallas,Keuchel,keucd001,-7.270793969,41,17.4799735
472,Carter,Kieboom,kiebc001,-5.45348298,43,21.13063192
473,Kevin,Kiermaier,kierk001,-11.48075673,480,246.6442754
474,Yusei,Kikuchi,kikuy001,0.520239796,2,1.108733309
475,Isiah,Kiner-Falefa,kinei001,-15.18858067,222,122.2978321
476,Nick,Kingham,kingn001,-1.193307508,8,3.097752473
477,Scott,Kingery,kings001,-5.06748219,500,252.8924068
478,Tyler,Kinley,kinlt001,-0.244456635,1,0.534538863
479,Ian,Kinsler,kinsi001,-13.46464084,281,136.7986753
480,Jason,Kipnis,kipnj001,-5.796055002,511,266.0429071
481,Corey,Kluber,klubc001,-0.177629006,1,0.290082228
482,Andrew,Knapp,knapa001,-9.812044802,160,83.86202972
483,Andrew,Knizner,kniza001,-1.757096827,58,32.28657374
484,Matt,Koch,kochm001,-1.333084554,6,2.718319907
485,Kevin,Kramer,kramk001,-2.22758853,50,24.07927058
486,Erik,Kratz,krate001,-5.172289927,53,23.46001016
487,Joel,Kuhnel,kuhnj001,-0.342359544,1,0.723347851
488,Juan,Lagares,lagaj001,-15.89439622,286,147.6509872
489,Ryan,LaMarre,lamar001,-0.413849657,26,11.16245754
490,Jake,Lamb,lambj001,8.196083493,226,126.2910293
491,Peter,Lambert,lambp001,-2.196943767,34,14.17089241
492,Dinelson,Lamet,lamed001,-4.701415044,24,9.760433147
493,Tommy,La Stella,lastt001,1.724148876,321,168.3415835
494,Eric,Lauer,lauee001,-8.667431914,48,22.89406416
495,Ramon,Laureano,laurr001,9.837412353,481,253.6109053
496,Ryan,Lavarnway,lavar001,3.016798435,19,9.861207793
497,Mike,Leake,leakm001,-6.356800716,24,13.41990522
498,Wade,LeBlanc,leblw001,0.180947807,2,1.094369217
499,DJ,LeMahieu,lemad001,45.67330129,655,343.727949
500,Sandy,Leon,leons001,-9.847778037,191,96.64556645
501,Jon,Lester,lestj001,-0.65315589,53,20.37884069
502,Kyle,Lewis,lewik001,2.312906395,75,38.13531741
503,Domingo,Leyba,leybd001,2.324566103,30,16.71095234
504,Tzu-Wei,Lin,lin-t001,0.200811049,22,11.25285815
505,Francisco,Lindor,lindf001,9.542593963,654,331.0622274
506,Francisco,Liriano,lirif001,1.040852476,2,1.701461704
507,Tim,Locastro,locat001,1.584317246,250,128.5710306
508,Walker,Lockett,lockw001,-0.620631236,7,3.579354677
509,Evan,Longoria,longe001,4.900058872,508,271.3320595
510,Shed,Long,longs001,-2.156518069,168,84.6194139
511,Jorge,Lopez,lopej004,-0.559830354,2,0.893068218
512,Nicky,Lopez,lopen001,-22.89332301,402,205.3862658
513,Pablo,Lopez,lopep002,-6.991835698,36,22.12073676
514,Reynaldo,Lopez,loper003,-1.94404766,4,3.564249753
515,Tim,Lopes,lopet001,0.99668735,128,65.16204686
516,Michael,Lorenzen,lorem002,-1.061966081,53,27.6077165
517,Brandon,Lowe,loweb001,8.48663074,327,166.9408709
518,Nate,Lowe,lowen001,-0.264222675,170,90.83055467
519,Jed,Lowrie,lowrj001,-1.970713874,8,4.944712091
520,Joey,Lucchesi,luccj001,-11.65449815,54,25.57938173
521,Elvis,Luciano,lucie001,-0.238764045,1,0.238764045
522,Jonathan,Lucroy,lucrj001,-15.32405503,328,182.4927235
523,Dawel,Lugo,lugod001,-12.02997857,288,133.5914225
524,Seth,Lugo,lugos001,0.857775739,1,0.380988306
525,Jordan,Luplow,luplj001,13.57760061,261,140.7020435
526,Gavin,Lux,lux-g001,1.604223674,82,41.7095466
527,Jordan,Lyles,lylej001,-5.936124895,48,23.16533453
528,Lance,Lynn,lynnl001,-0.571111845,2,0.571111845
529,Tyler,Lyons,lyont001,-0.112453222,1,0.112453222
530,Manny,Machado,machm001,6.30737751,661,311.8620855
531,Kenta,Maeda,maedk001,-2.924892932,61,34.49881033
532,Tyler,Mahle,mahlt001,-9.774713955,41,23.7059736
533,Mikie,Mahtook,mahtm001,-5.340545064,25,12.16200756
534,Luke,Maile,maill001,-10.02853922,129,62.31484188
535,Martin,Maldonado,maldm001,-15.0278762,374,188.6501277
536,Trey,Mancini,manct001,22.71545967,679,339.4612354
537,Manuel,Margot,margm001,-16.03446105,441,216.0909507
538,Nick,Margevicius,margn001,-2.384661474,17,7.021585239
539,Jake,Marisnick,marij002,-12.069508,318,170.0105445
540,Nick,Markakis,markn001,9.954868536,469,250.8353182
541,Parker,Markel,markp001,-0.915055382,3,2.201417697
542,German,Marquez,marqg001,-1.745271994,58,33.14194487
543,Deven,Marrero,marrd001,-0.89144872,5,1.584066397
544,Carlos,Martinez,martc006,-0.770289511,1,0.770289511
545,J.D.,Martinez,martj006,32.8605957,657,341.1863374
546,Jose,Martinez,martj008,2.88803997,373,194.2194285
547,Jason,Martin,martj009,-0.859724033,40,16.80762658
548,Ketel,Marte,martk001,44.3769771,628,314.7409925
549,Leonys,Martin,martl004,-12.57821952,264,126.4792636
550,Nick,Martini,martn003,-0.560309761,109,55.17355156
551,Russell,Martin,martr004,-2.197097224,249,119.3881872
552,Richie,Martin,martr006,-24.38542282,309,161.5953628
553,Starling,Marte,marts002,14.98211807,586,310.7545168
554,James,Marvel,marvj001,-0.867776726,4,1.270312176
555,Jeff,Mathis,mathj001,-23.96489078,244,105.4770993
556,Phil,Maton,matop002,0.191382466,4,1.465231339
557,Steven,Matz,matzs001,-8.613600202,61,27.13989503
558,Dustin,May,may-d003,-2.277367263,11,3.965180895
559,Cameron,Maybin,maybc001,7.07044704,269,134.2161858
560,Mike,Mayers,mayem001,-0.382248807,1,0.942079162
561,Jack,Mayfield,mayfj001,-6.619871355,65,33.15070009
562,Nomar,Mazara,mazan001,4.509579669,469,252.9359168
563,Chris,Mazza,mazzc002,-0.798833001,3,1.747087296
564,Ryan,McBroom,mcbrr001,-3.182722644,83,45.28888942
565,Brian,McCann,mccab002,-2.356973566,316,168.936045
566,James,McCann,mccaj001,4.364807068,476,248.702059
567,Andrew,McCutchen,mccua001,10.14693193,262,127.90187
568,T.J.,McFarland,mcfat001,-0.92174432,5,2.368052689
569,Kyle,McGowin,mcgok002,-0.020334101,3,0.692617677
570,Reese,McGuire,mcgur002,1.892429841,105,47.31238244
571,Brendan,McKay,mckab001,-0.810258986,11,6.070161558
572,Billy,McKinney,mckib001,-4.253482791,276,132.6213731
573,Ryan,McMahon,mcmar001,0.6880816,539,283.658669
574,Jeff,McNeil,mcnej002,27.81199309,567,281.5665061
575,Alex,McRae,mcraa001,-0.882088094,7,3.213906234
576,Austin,Meadows,meada001,29.52888556,591,302.033408
577,John,Means,meanj001,0.396455,3,1.839206417
578,Erick,Mejia,mejie001,0.773372725,27,15.44483454
579,Francisco,Mejia,mejif001,-7.493985145,244,115.1861113
580,Seth,Mejias-Brean,mejis001,0.391446629,33,16.75738928
581,Keury,Mella,mellk001,-0.244456635,1,0.534538863
582,Tim,Melville,melvt001,-0.427539997,10,5.759373094
583,Danny,Mendick,mendd002,-2.817597087,40,19.56253949
584,Conner,Menez,menec001,-1.094946252,3,1.207399474
585,Daniel,Mengden,mengd001,-0.882742733,2,0.882742733
586,Jordy,Mercer,mercj002,-5.981835246,272,127.8160669
587,Oscar,Mercado,merco003,3.494167995,482,243.1957951
588,Whit,Merrifield,merrw001,11.47356473,735,384.8083736
589,Miles,Mikolas,mikom001,-8.549351703,62,24.85662233
590,Wade,Miley,milew001,-0.75800543,6,2.706657308
591,Alec,Mills,milla003,-2.431421433,12,5.593144862
592,Brad,Miller,millb002,5.242533366,170,89.33337142
593,Ian,Miller,milli001,-1.435277779,17,7.555281308
594,Shelby,Miller,mills001,0.23375218,3,0.463670488
595,Tommy,Milone,milot001,-0.356909857,2,0.646992085
596,Mike,Minor,minom001,-2.543363405,10,5.663887158
597,Yadier,Molina,moliy001,-7.930769739,452,232.8556689
598,Yoan,Moncada,moncy001,28.28036114,559,298.409666
599,Adalberto,Mondesi,mondr003,-1.634682518,443,239.1230088
600,Frankie,Montas,montf001,-0.024562057,2,0.773302908
601,Mike,Montgomery,montm002,-0.692617677,6,1.156288165
602,Dylan,Moore,moord002,-10.2655305,282,140.4206035
603,Colin,Moran,morac001,-4.699045323,503,284.5759375
604,Kendrys,Morales,morak001,-8.780171008,201,102.0113371
605,Adrian,Morejon,morea001,-0.177629006,1,0.290082228
606,Mitch,Moreland,morem001,4.034886327,335,189.7638676
607,Max,Moroff,morom001,-4.239238329,35,20.2099163
608,Logan,Morrison,morrl001,-0.979409226,38,17.59371296
609,Charlie,Morton,mortc002,-0.72178959,2,0.834242812
610,Mike,Moustakas,mousm001,9.173473447,584,315.7634471
611,Cedric,Mullins,mullc002,-10.05103501,74,39.50563969
612,Max,Muncy,muncm001,37.05481188,589,310.5472917
613,Yairo,Munoz,munoy001,-7.25738378,181,89.9674706
614,Daniel,Murphy,murpd006,10.73863953,478,251.1035777
615,J.R.,Murphy,murpj001,-3.439563528,70,33.04778047
616,Sean,Murphy,murps001,-0.645178542,60,30.29649132
617,Tom,Murphy,murpt002,2.316785753,281,140.5736057
618,Joe,Musgrove,musgj001,-8.752460707,61,29.95193565
619,Wil,Myers,myerw001,-6.693795057,489,239.597028
620,Tyler,Naquin,naqut001,-6.092735326,294,146.54175
621,Omar,Narvaez,narvo001,0.932422896,482,243.0027728
622,Josh,Naylor,naylj001,2.464001708,279,138.351908
623,Kristopher,Negron,negrk001,-4.229720927,82,42.84485389
624,Jimmy,Nelson,nelsj004,-0.660849686,3,1.063385136
625,Hector,Neris,nerih001,-0.380988306,1,0.380988306
626,Sheldon,Neuse,neuss001,-2.725206136,61,31.6638343
627,Sean,Newcomb,newcs001,-1.759698452,8,2.9673048
628,Kevin,Newman,newmk001,9.749468228,531,263.8575609
629,Juan,Nicasio,nicaj001,-0.7820781,2,1.530818951
630,Tomas,Nido,nidot001,-12.78252596,144,75.4600074
631,Brandon,Nimmo,nimmb001,10.31823949,254,131.3784356
632,Hector,Noesi,noesh001,-0.850053625,5,2.423314058
633,Aaron,Nola,nolaa001,-3.252764752,70,33.93648433
634,Austin,Nola,nolaa002,1.595342044,267,145.0421362
635,Jake,Noll,nollj001,0.183153451,13,6.57025625
636,Daniel,Norris,norrd002,-0.775657605,6,1.850476631
637,James,Norwood,norwj001,-0.112453222,1,0.112453222
638,Jacob,Nottingham,nottj001,2.772545244,7,4.856144425
639,Ivan,Nova,novai001,-0.89144872,5,1.584066397
640,Dom,Nunez,nuned001,-3.438527351,43,21.09637141
641,Eduardo,Nunez,nunee002,-15.70236697,174,98.59991214
642,Renato,Nunez,nuner001,4.020151561,599,306.3008701
643,Scott,Oberg,obers001,-0.112453222,1,0.112453222
644,Peter,O'Brien,obrip002,-4.597749088,47,24.41479905
645,Jake,Odorizzi,odorj001,-0.516674719,3,0.962365804
646,Rougned,Odor,odorr001,6.128570544,581,297.6754846
647,Brian,O'Grady,ograb001,-1.170500937,48,19.88399853
648,Ryan,O'Hearn,ohear001,-18.1030161,370,189.4555413
649,Shohei,Ohtani,ohtas001,8.337481527,425,225.2927231
650,Matt,Olson,olsom001,28.70969533,547,277.1519979
651,Tyler,O'Neill,oneit001,-1.302704225,151,75.87991327
652,Rafael,Ortega,orter001,-3.711139258,96,52.75632271
653,Josh,Osich,osicj001,-0.218731311,1,0.942079162
654,Jose,Osuna,osunj001,-0.66211437,285,144.3689836
655,Corey,Oswalt,oswac001,-0.507015107,3,3.521062469
656,Chris,Owings,owinc001,-17.88359753,196,96.44183209
657,Marcell,Ozuna,ozunm001,7.21690295,549,293.9453009
658,Chris,Paddack,paddc001,-7.534037942,46,22.02057726
659,Emilio,Pagan,pagae001,-0.177629006,1,0.290082228
660,Daniel,Palka,palkd001,-13.87128374,93,50.86816658
661,Joe,Panik,panij002,-14.15106124,491,253.1222629
662,Blake,Parker,parkb001,-0.177629006,1,0.290082228
663,Jarrett,Parker,parkj002,-1.730820511,15,6.594758612
664,Gerardo,Parra,parrg001,6.523175459,301,161.1742824
665,Wes,Parsons,parsw001,-0.295774818,3,0.937074312
666,James,Paxton,paxtj001,-2.351340306,8,5.124416509
667,Pedro,Payano,payap001,-0.177629006,1,0.290082228
668,Steve,Pearce,pears001,-8.378144074,99,55.8454018
669,Joc,Pederson,pedej001,16.36084788,514,261.307029
670,Dustin,Pedroia,pedrd001,-4.688385708,21,13.3892519
671,Felix,Pena,penaf002,-0.290082228,2,0.402535449
672,Hunter,Pence,pench001,22.22245659,316,157.7899417
673,David,Peralta,perad001,10.87441659,423,222.1793031
674,Freddy,Peralta,peraf001,-2.738543351,16,6.57499123
675,Jose,Peraza,peraj003,-19.46189527,404,193.1437623
676,Luis,Perdomo,perdl002,-0.953347808,7,3.007880191
677,Hernan,Perez,pereh001,-18.82770076,246,127.162518
678,Martin,Perez,perem004,-0.85501894,3,1.690820012
679,Michael,Perez,perem005,0.678967994,55,24.53038635
680,Roberto,Perez,perer003,-0.319722317,449,237.4668411
681,Dustin,Peterson,peted002,-3.798212415,47,27.98912653
682,Jace,Peterson,petej002,-3.162359918,108,50.75101554
683,Yusmeiro,Petit,petiy001,-1.628973105,1,1.628973105
684,Tommy,Pham,phamt001,9.581793553,654,344.8161314
685,Josh,Phegley,phegj001,6.580925844,342,171.5140406
686,Brett,Phillips,philb002,-5.542440602,79,42.55290005
687,Kevin,Pillar,pillk001,-8.678651754,645,335.4530082
688,Manny,Pina,pinam001,-5.470948741,179,97.16355365
689,Chad,Pinder,pindc001,-9.648164657,370,198.1542415
690,Michael,Pineda,pinem001,-2.097674629,4,2.478662935
691,Jose,Pirela,pirej001,-2.329606701,24,12.54800646
692,Stephen,Piscotty,piscs001,-10.6084488,393,197.9764619
693,Nick,Pivetta,piven001,-6.720999822,27,11.01505761
694,Kevin,Plawecki,plawk001,-9.197641314,174,95.74219804
695,Zach,Plesac,plesz001,-0.166305557,1,1.16692284
696,Adam,Plutko,pluta001,-0.703115259,2,0.993197486
697,Gregory,Polanco,polag001,-0.518727812,167,88.92144618
698,Jorge,Polanco,polaj001,24.91120196,704,358.6542101
699,A.J.,Pollock,polla001,-1.191658912,342,188.9256967
700,Drew,Pomeranz,pomed001,-5.387059265,20,8.609322477
701,Daniel,Ponce de Leon,poncd001,-2.643139155,12,7.502952595
702,Rick,Porcello,porcr001,-1.75214994,6,2.470497911
703,Buster,Posey,poseb001,-14.52424372,445,221.8066463
704,Martin,Prado,pradm001,-16.03952169,260,129.9409855
705,David,Price,pricd001,0.675733994,2,0.782924629
706,Jurickson,Profar,profj001,-6.950429943,518,271.4927999
707,Austin,Pruitt,pruia001,-0.112453222,1,0.112453222
708,Cesar,Puello,puelc001,4.180975535,147,72.86352804
709,Yasiel,Puig,puigy001,8.133808101,611,317.3281973
710,Albert,Pujols,pujoa001,3.558475919,545,303.8202207
711,Cal,Quantrill,quanc001,-5.750343122,30,18.93132959
712,Jose,Quijada,quijj001,-0.177629006,1,0.290082228
713,Jose,Quintana,quinj001,-13.32827447,63,33.55255502
714,Roman,Quinn,quinr003,-3.954289733,123,63.55377612
715,Tanner,Rainey,raint003,-0.112453222,1,0.112453222
716,Hanley,Ramirez,ramih003,-0.942409905,57,29.82733682
717,Harold,Ramirez,ramih004,0.105525935,446,228.860082
718,Jose,Ramirez,ramij003,14.49630144,542,285.7719319
719,Nick,Ramirez,ramin003,-0.321066309,1,0.559830354
720,Yefry,Ramirez,ramiy001,-0.422085641,2,0.824621091
721,Wilson,Ramos,ramow001,12.64994802,524,270.1273865
722,Rangel,Ravelo,raver001,-0.326443268,43,22.9936889
723,Robbie,Ray,ray-r002,-14.36151497,60,28.96825086
724,Raudy,Read,readr002,-3.660133727,11,6.124993097
725,J.T.,Realmuto,realj001,5.061897902,593,307.2124327
726,Josh,Reddick,reddj001,0.88888916,550,291.5255803
727,A.J.,Reed,reeda002,-5.119094571,49,22.70609776
728,Cody,Reed,reedc002,-0.321066309,1,0.559830354
729,Michael,Reed,reedm001,-2.761323141,8,4.541404403
730,Sean,Reid-Foley,reids001,-0.244456635,1,0.534538863
731,Anthony,Rendon,renda001,61.31469835,646,349.1312091
732,Hunter,Renfroe,renfh001,-6.422221567,494,241.6454403
733,Luis,Rengifo,rengl001,-9.235118625,406,201.9841457
734,Franmil,Reyes,reyef001,-0.670167571,548,272.2338199
735,Gerardo,Reyes,reyeg002,-0.333237863,1,0.333237863
736,Pablo,Reyes,reyep001,-4.863559652,157,78.7609447
737,Victor,Reyes,reyev001,-1.251283438,292,139.8218294
738,Bryan,Reynolds,reynb001,28.72796459,546,285.4417505
739,Mark,Reynolds,reynm001,-5.310233735,162,81.82019
740,Garrett,Richards,richg002,-0.814328462,3,1.820901178
741,Trevor,Richards,richt001,-6.369312052,34,17.58020892
742,Joey,Rickard,rickj001,-6.071819019,189,86.25705674
743,JT,Riddle,riddj001,-9.829995215,139,66.50973959
744,Austin,Riley,rilea001,2.119074183,297,156.9746514
745,Edwin,Rios,riose001,2.158340091,56,23.29647185
746,Felipe,Vazquez,rivef001,-0.697422668,2,0.697422668
747,Rene,Rivera,river003,-0.203439709,20,11.82217648
748,Yadiel,Rivera,rivey001,-5.035497361,66,34.16124999
749,Anthony,Rizzo,rizza001,46.68022489,613,301.8157198
750,Tanner,Roark,roart001,-4.505244558,34,15.47421668
751,Daniel,Robertson,robed004,-10.01240475,237,128.1455449
752,Drew,Robinson,robid003,-1.711056591,7,4.127372243
753,Victor,Robles,roblv001,0.82218205,617,312.8548059
754,Brendan,Rodgers,rodgb002,-3.509073713,81,37.40554489
755,Dereck,Rodriguez,rodrd001,-4.129200969,29,10.68828321
756,Eduardo,Rodriguez,rodre004,-1.74709079,9,4.836115481
757,Ronny,Rodriguez,rodrr009,-14.67346545,294,157.5902393
758,Sean,Rodriguez,rodrs002,-1.338905624,140,72.67409837
759,Jake,Rogers,rogej004,-15.04649006,128,71.01756273
760,Josh,Rojas,rojaj001,-5.71013271,157,82.77242508
761,Miguel,Rojas,rojam002,-18.9872978,526,269.7025269
762,Sal,Romano,romas001,-1.009053556,2,1.009053556
763,Austin,Romine,romia002,1.524423089,240,130.6416189
764,Jose,Rondon,rondj002,-16.90498667,157,82.16154316
765,Amed,Rosario,rosaa003,1.242179323,655,354.637619
766,Eddie,Rosario,rosae001,12.19494165,590,319.0923588
767,Randy,Rosario,rosar002,-0.380988306,1,0.380988306
768,Joe,Ross,rossj002,-2.595616107,20,7.996664559
769,Rio,Ruiz,ruizr002,0.068865269,413,187.3115207
770,Addison,Russell,russa002,-7.261009685,241,114.8806699
771,Kyle,Ryan,ryank002,-0.230599034,3,0.759445306
772,Hyun-Jin,Ryu,ryu-h001,-11.19420565,67,36.92029251
773,CC,Sabathia,sabac001,-0.599714647,3,1.114703318
774,Casey,Sadler,sadlc002,-0.959707106,3,1.820901178
775,Tyler,Saladino,salat001,-7.058947634,71,36.48461322
776,Jeff,Samardzija,samaj001,-9.906580485,56,32.10237124
777,Adrian,Sampson,sampa001,0.092119121,2,0.580164455
778,Anibal,Sanchez,sanca004,-10.98329437,56,24.40139306
779,Aaron,Sanchez,sanca006,-0.355258012,2,0.580164455
780,Adrian,Sanchez,sanca007,-1.307737801,32,17.80829092
781,Carlos,Sanchez,sancc001,-15.22875192,555,281.2580331
782,Gary,Sanchez,sancg002,6.982781462,446,226.3459549
783,Pablo,Sandoval,sandp001,2.022072488,296,154.9261747
784,Patrick,Sandoval,sandp002,-0.356909857,2,0.646992085
785,Miguel,Sano,sanom001,21.19078575,439,219.2980742
786,Anthony,Santander,santa003,0.759911793,405,206.7340959
787,Carlos,Santana,santc002,29.42301525,686,338.59762
788,Danny,Santana,santd001,15.13624302,511,261.4196397
789,Domingo,Santana,santd002,0.48693231,507,249.6362581
790,Dennis,Santana,santd003,0.168776254,2,0.773302908
791,Max,Scherzer,schem001,-9.376448225,61,29.95270612
792,Scott,Schebler,sches001,-10.9075394,95,49.57430645
793,Jonathan,Schoop,schoj001,-5.136770602,464,230.8111802
794,Frank,Schwindel,schwf001,-0.549258826,15,5.712638195
795,Kyle,Schwarber,schwk001,18.05710316,610,317.9316998
796,Corey,Seager,seagc001,15.99495432,541,296.6543205
797,Kyle,Seager,seagk001,7.074476672,443,236.038162
798,Jean,Segura,seguj002,-0.390432193,618,304.0990478
799,Marcus,Semien,semim001,40.52726449,747,356.7555799
800,Antonio,Senzatela,senza001,-7.698392462,46,20.96899301
801,Nick,Senzel,senzn001,0.086455152,413,195.7055502
802,Pedro,Severino,sevep001,-1.502352854,341,184.3062791
803,Paul,Sewald,sewap001,-0.333237863,1,0.333237863
804,Chris,Shaw,shawc001,-2.186235998,20,10.82758164
805,Travis,Shaw,shawt001,-25.49326389,270,135.8057118
806,Justus,Sheffield,shefj001,-0.510866869,2,0.623320091
807,Jimmie,Sherfy,sherj001,-0.948255512,2,2.277773463
808,Chasen,Shreve,shrec001,0.311630888,1,0.458658623
809,JB,Shuck,shucj001,0.497281012,57,20.77104385
810,Magneuris,Sierra,sierm002,-1.713320016,42,21.6229251
811,Andrelton,Simmons,simma001,-16.02163641,424,219.9619767
812,Lucas,Sims,simsl001,-1.318258891,8,3.742929968
813,Chance,Sisco,siscc001,0.470940607,198,97.96801854
814,Tyler,Skaggs,skagt001,-0.135363434,3,0.8189285
815,Matt,Skole,skolm001,-6.479453295,80,43.49485791
816,Austin,Slater,slata001,3.817317755,192,98.11751037
817,Burch,Smith,smitb005,-0.238764045,1,0.238764045
818,Caleb,Smith,smitc006,-3.275013278,49,24.842167
819,Dwight,Smith,smitd007,-2.790859127,392,198.5253642
820,Dominic,Smith,smitd008,3.762734123,197,92.14816359
821,Kevan,Smith,smitk002,-7.190903149,211,100.990387
822,Mallex,Smith,smitm007,-22.41348764,566,294.2249839
823,Will,Smith,smitw002,1.415995467,2,1.546116429
824,Will,Smith,smitw003,13.79928426,196,95.95402817
825,Justin,Smoak,smoaj001,5.062249443,500,237.1084589
826,Drew,Smyly,smyld001,-6.000305167,20,11.92271438
827,Chad,Sobotka,soboc001,-0.422085641,2,0.824621091
828,Eric,Sogard,sogae001,7.959612809,442,217.3840042
829,Donovan,Solano,solad001,5.594555342,228,110.5075291
830,Nick,Solak,solan001,8.659090843,135,67.33595886
831,Yangervis,Solarte,solay001,-6.226020338,78,41.00474552
832,Jorge,Soler,solej001,35.43364659,679,353.7960119
833,Mike,Soroka,sorom001,-10.2152289,63,32.01839025
834,Edmundo,Sosa,sosae001,-0.656755522,10,4.164635826
835,Gregory,Soto,sotog003,0.815080597,2,1.069077726
836,Juan,Soto,sotoj001,34.33086293,659,369.5983447
837,Cory,Spangenberg,spanc001,-4.900269337,102,53.52874961
838,Glenn,Sparkman,sparg001,-0.416393051,2,0.528846273
839,George,Springer,sprig001,31.9224631,556,304.2874626
840,Jacob,Stallings,stalj001,-7.531877451,210,99.18829872
841,Craig,Stammen,stamc001,-0.333237863,1,0.333237863
842,Eric,Stamets,stame001,-7.216027803,48,26.40501822
843,Giancarlo,Stanton,stanm004,6.441025893,72,35.6140531
844,Bubba,Starling,starb001,-17.02032427,197,104.4975539
845,Max,Stassi,stasm001,-19.51226216,147,73.18049146
846,Robert,Stephenson,stepr002,-0.177629006,1,0.290082228
847,Andrew,Stevenson,steva001,1.272111012,37,15.770908
848,Brock,Stewart,stewb001,-0.339093171,3,1.344614611
849,Christin,Stewart,stewc002,-8.381612932,416,210.5510704
850,DJ,Stewart,stewd002,-2.322120135,142,69.60830282
851,Trevor,Story,stort001,30.70902435,656,334.0704616
852,Chris,Stratton,strac001,-1.756384685,4,3.427455219
853,Matt,Strahm,stram001,-1.791730891,27,14.01911658
854,Myles,Straw,stram002,-3.65663597,128,63.24642404
855,Stephen,Strasburg,stras001,-7.647323276,80,38.44888861
856,Ross,Stripling,strir001,-4.060652421,24,12.29515295
857,Marcus,Stroman,strom001,-5.011076651,25,10.43833684
858,Garrett,Stubbs,stubg001,-3.40731837,39,20.49010768
859,Andrew,Suarez,suara002,0.775093557,3,0.995195955
860,Eugenio,Suarez,suare001,28.70772193,662,337.8035753
861,Jose,Suarez,suarj001,-0.356909857,2,0.646992085
862,Ranger,Suarez,suarr001,-0.626959351,5,1.991606696
863,Jesus,Sucre,sucrj001,-3.266617893,67,30.54766474
864,Wander,Suero,suerw002,-0.112453222,1,0.112453222
865,Brent,Suter,suteb001,-0.351217267,2,0.351217267
866,Ichiro,Suzuki,suzui001,-0.832947836,6,3.834069149
867,Kurt,Suzuki,suzuk001,9.975005157,309,172.7020382
868,Dansby,Swanson,swand001,-6.954562077,545,300.2553884
869,Erik,Swanson,swane001,-0.621203996,2,1.457005068
870,Blake,Swihart,swihb001,-4.722352515,99,55.4506157
871,Noah,Syndergaard,syndn001,-12.91628404,69,30.33454168
872,Jameson,Taillon,tailj001,-1.505705565,11,5.471044642
873,Masahiro,Tanaka,tanam001,-0.177629006,1,0.290082228
874,Raimel,Tapia,tapir001,-5.665047257,447,222.2986624
875,Fernando,Tatis,tatif002,22.13046248,372,181.9896086
876,Mike,Tauchman,taucm001,9.86813923,296,155.5909686
877,Beau,Taylor,taylb003,-1.661108394,30,15.3832515
878,Chris,Taylor,taylc001,6.215796734,414,214.0543141
879,Michael,Taylor,taylm002,-7.007127725,97,52.4569862
880,Tyrone,Taylor,taylt002,1.945708947,12,6.650185685
881,Julio,Teheran,tehej001,-10.20931027,60,26.12222858
882,Ruben,Tejada,tejar001,-2.751450283,9,4.539221085
883,Rowdy,Tellez,tellr001,-14.17187508,409,210.1647523
884,Matt,Thaiss,thaim001,-5.277558108,164,86.48976835
885,Eric,Thames,thame001,10.67195329,459,232.1130395
886,Lane,Thomas,thoml002,4.499897323,44,23.08647929
887,Trent,Thornton,thort002,0.49965942,3,1.114703318
888,Charlie,Tilson,tilsc001,-5.396804703,157,79.43975174
889,Jesus,Tinoco,tinoj001,-1.156830241,6,2.383136323
890,Yasmany,Tomas,tomay001,-1.461061119,6,1.924731607
891,Josh,Tomlin,tomlj001,-0.871898528,6,1.274433977
892,Abraham,Toro,toroa001,-5.743090884,89,56.36232108
893,Gleyber,Torres,torrg001,11.32414407,604,315.9095799
894,Luis,Torrens,torrl001,-1.933536384,16,8.307096677
895,Ronald,Torreyes,torrr001,-1.220872459,17,8.282861049
896,Touki,Toussaint,toust001,-2.37671883,10,4.260395591
